geneid	symbol
ENSMUSG00000005045	Chd5
ENSMUSG00000005054	Cstb
ENSMUSG00000005057	Sh2b2
ENSMUSG00000005069	Pex5
ENSMUSG00000005078	Jkamp
ENSMUSG00000005087	Cd44
ENSMUSG00000005089	Slc1a2
ENSMUSG00000005102	Eif2ak4
ENSMUSG00000005103	Wdr1
ENSMUSG00000005107	Slc2a9
ENSMUSG00000005124	Ccn4
ENSMUSG00000005125	Ndrg1
ENSMUSG00000005131	4930550C14Rik
ENSMUSG00000005142	Man2b1
ENSMUSG00000005148	Klf5
ENSMUSG00000005150	Wdr83
ENSMUSG00000005161	Prdx2
ENSMUSG00000005198	Polr2a
ENSMUSG00000005202	Shbg
ENSMUSG00000005204	Senp3
ENSMUSG00000005220	Corin
ENSMUSG00000005225	Plekha8
ENSMUSG00000005232	G6pc2
ENSMUSG00000005233	Spc25
ENSMUSG00000005237	Dnah2
ENSMUSG00000005251	Ripk4
ENSMUSG00000005262	Ufd1
ENSMUSG00000005267	Zfp287
ENSMUSG00000005268	Prlr
ENSMUSG00000005299	Letm1
ENSMUSG00000005312	Ubqln1
ENSMUSG00000005320	Fgfr4
ENSMUSG00000005338	Cadm3
ENSMUSG00000005354	Txn2
ENSMUSG00000005355	Casp14
ENSMUSG00000005357	Slc1a6
ENSMUSG00000005360	Slc1a3
ENSMUSG00000005362	Crbn
ENSMUSG00000005364	Il5ra
ENSMUSG00000005370	Msh6
ENSMUSG00000005371	Fbxo11
ENSMUSG00000005373	Mlxipl
ENSMUSG00000005374	Tbl2
ENSMUSG00000005378	Bud23
ENSMUSG00000005397	Nid1
ENSMUSG00000005410	Mcm5
ENSMUSG00000005413	Hmox1
ENSMUSG00000005417	Mprip
ENSMUSG00000005442	Cic
ENSMUSG00000005447	Pafah1b3
ENSMUSG00000005465	Il27ra
ENSMUSG00000005469	Prkaca
ENSMUSG00000005470	Asf1b
ENSMUSG00000005474	Myl10
ENSMUSG00000005481	Ddx39
ENSMUSG00000005483	Dnajb1
ENSMUSG00000005493	Msh4
ENSMUSG00000005501	Usp40
ENSMUSG00000005505	Kbtbd4
ENSMUSG00000005506	Celf1
ENSMUSG00000005510	Ndufs3
ENSMUSG00000005514	Por
ENSMUSG00000005533	Igf1r
ENSMUSG00000005534	Insr
ENSMUSG00000005540	Fcer2a
ENSMUSG00000005547	Cyp2a5
ENSMUSG00000005553	Atp4a
ENSMUSG00000005566	Trim28
ENSMUSG00000005575	Ube2m
ENSMUSG00000005580	Adcy9
ENSMUSG00000005583	Mef2c
ENSMUSG00000005609	Ctr9
ENSMUSG00000005610	Eif4g2
ENSMUSG00000005611	Mrvi1
ENSMUSG00000005615	Pcyt1a
ENSMUSG00000005621	Zfp592
ENSMUSG00000005625	Psmd4
ENSMUSG00000005628	Tmod4
ENSMUSG00000005640	Insrr
ENSMUSG00000005649	Cabp5
ENSMUSG00000005656	Snx6
ENSMUSG00000005667	Mthfd2
ENSMUSG00000005672	Kit
ENSMUSG00000005674	Tomm40l
ENSMUSG00000005677	Nr1i3
ENSMUSG00000005681	Apoa2
ENSMUSG00000005682	Pan2
ENSMUSG00000005683	Cs
ENSMUSG00000005686	Ampd3
ENSMUSG00000005687	Bcas2
ENSMUSG00000005696	Sh2d1a
ENSMUSG00000005698	Ctcf
ENSMUSG00000005699	Pard6a
ENSMUSG00000005705	Agrp
ENSMUSG00000005716	Pvalb
ENSMUSG00000005718	Tfap4
ENSMUSG00000005732	Ranbp1
ENSMUSG00000005763	Cd247
ENSMUSG00000005774	Rfx5
ENSMUSG00000005779	Psmb4
ENSMUSG00000005800	Mmp8
ENSMUSG00000005802	Slc30a4
ENSMUSG00000005803	Sqor
ENSMUSG00000005804	Bloc1s6
ENSMUSG00000005813	Metap1
ENSMUSG00000005823	Gpr108
ENSMUSG00000005824	Tnfsf14
ENSMUSG00000005836	Gata6
ENSMUSG00000005846	Rsl1d1
ENSMUSG00000005864	Cnga2
ENSMUSG00000005871	Apc
ENSMUSG00000005873	Reep5
ENSMUSG00000005881	Ergic3
ENSMUSG00000005882	Uqcc1
ENSMUSG00000005883	Spo11
ENSMUSG00000005886	Ncoa2
ENSMUSG00000005892	Trh
ENSMUSG00000005893	Nr2c2
ENSMUSG00000005897	Nr2c1
ENSMUSG00000005899	Smpd4
ENSMUSG00000005907	Pex1
ENSMUSG00000005917	Otx1
ENSMUSG00000005936	Kctd20
ENSMUSG00000005947	Itgae
ENSMUSG00000005949	Ctns
ENSMUSG00000005950	P2rx5
ENSMUSG00000005951	Shpk
ENSMUSG00000005952	Trpv1
ENSMUSG00000005958	Ephb3
ENSMUSG00000005968	Tuft1
ENSMUSG00000005973	Rcn1
ENSMUSG00000005980	Dnase1
ENSMUSG00000005981	Trap1
ENSMUSG00000005982	Naa60
ENSMUSG00000005983	1700037C18Rik
ENSMUSG00000005986	Ankrd13d
ENSMUSG00000005994	Tyrp1
ENSMUSG00000006005	Tpr
ENSMUSG00000006007	Pdc
ENSMUSG00000006010	Odr4
ENSMUSG00000006014	Prg4
ENSMUSG00000006019	Dhx34
ENSMUSG00000006021	Kptn
ENSMUSG00000006024	Napa
ENSMUSG00000006050	Sra1
ENSMUSG00000006056	Calcoco2
ENSMUSG00000006057	Atp5g1
ENSMUSG00000006058	Snf8
ENSMUSG00000006095	Tbcb
ENSMUSG00000006127	Inpp5k
ENSMUSG00000006134	Crkl
ENSMUSG00000006143	Upk3bl
ENSMUSG00000006154	Eps8l1
ENSMUSG00000006169	Clint1
ENSMUSG00000006179	Prss16
ENSMUSG00000006191	Cdkal1
ENSMUSG00000006204	Cdcp3
ENSMUSG00000006205	Htra1
ENSMUSG00000006215	Zbtb17
ENSMUSG00000006216	Clcnkb
ENSMUSG00000006218	Fam131c
ENSMUSG00000006219	Fblim1
ENSMUSG00000006221	Hspb7
ENSMUSG00000006235	Epor
ENSMUSG00000006241	Ccdc159
ENSMUSG00000006262	Mob1b
ENSMUSG00000006269	Atp6v1b1
ENSMUSG00000006270	Vax1
ENSMUSG00000006273	Atp6v1b2
ENSMUSG00000006276	Eps15l1
ENSMUSG00000006281	Tep1
ENSMUSG00000006288	Ttc5
ENSMUSG00000006289	Osgep
ENSMUSG00000006299	Aamp
ENSMUSG00000006301	Tmbim1
ENSMUSG00000006304	Arpc2
ENSMUSG00000006307	Kmt2b
ENSMUSG00000006310	Zbtb32
ENSMUSG00000006311	Etv2
ENSMUSG00000006313	Upk1a
ENSMUSG00000006315	Tmem147
ENSMUSG00000006333	Rps9
ENSMUSG00000006335	Tfpt
ENSMUSG00000006342	Susd2
ENSMUSG00000006344	Ggt5
ENSMUSG00000006345	Ggt1
ENSMUSG00000006356	Crip2
ENSMUSG00000006360	Crip1
ENSMUSG00000006362	Cbfa2t3
ENSMUSG00000006369	Fbln1
ENSMUSG00000006373	Pgrmc1
ENSMUSG00000006378	Gcat
ENSMUSG00000006386	Tek
ENSMUSG00000006389	Mpl
ENSMUSG00000006390	Elovl1
ENSMUSG00000006392	Med8
ENSMUSG00000006395	Hyi
ENSMUSG00000006398	Cdc20
ENSMUSG00000006403	Adamts4
ENSMUSG00000006411	Nectin4
ENSMUSG00000006412	Pfdn2
ENSMUSG00000006418	Rnf114
ENSMUSG00000006423	C330007P06Rik
ENSMUSG00000006435	Neurl1a
ENSMUSG00000006442	Srm
ENSMUSG00000006445	Epha2
ENSMUSG00000006456	Rbm14
ENSMUSG00000006457	Actn3
ENSMUSG00000006462	A530013C23Rik
ENSMUSG00000006463	Zdhhc24
ENSMUSG00000006464	Bbs1
ENSMUSG00000006469	Slc34a3
ENSMUSG00000006471	Ndor1
ENSMUSG00000006476	Nsmf
ENSMUSG00000006490	Prl8a9
ENSMUSG00000006494	Pdk1
ENSMUSG00000006498	Ptbp1
ENSMUSG00000006517	Mvd
ENSMUSG00000006519	Cyba
ENSMUSG00000006522	Itih3
ENSMUSG00000006526	Stimate
ENSMUSG00000006527	Sfmbt1
ENSMUSG00000006529	Itih1
ENSMUSG00000006538	Ihh
ENSMUSG00000006542	Prkag3
ENSMUSG00000006546	Cryba2
ENSMUSG00000006567	Atp7b
ENSMUSG00000006570	Defb2
ENSMUSG00000006574	Slc4a1
ENSMUSG00000006575	Rundc3a
ENSMUSG00000006576	Slc4a3
ENSMUSG00000006585	Cdt1
ENSMUSG00000006586	Runx1t1
ENSMUSG00000006587	Snai3
ENSMUSG00000006589	Aprt
ENSMUSG00000006599	Gtf2h1
ENSMUSG00000006611	Hfe
ENSMUSG00000006638	Abhd1
ENSMUSG00000006641	Slc5a6
ENSMUSG00000006642	Tcf23
ENSMUSG00000006649	Nphs1
ENSMUSG00000006651	Aplp1
ENSMUSG00000006673	Qrich1
ENSMUSG00000006675	P4htm
ENSMUSG00000006676	Usp19
ENSMUSG00000006678	Pola1
ENSMUSG00000006699	Cdc42
ENSMUSG00000006705	Pknox1
ENSMUSG00000006711	D130043K22Rik
ENSMUSG00000006715	Gmnn
ENSMUSG00000006717	Acot13
ENSMUSG00000006720	Zfp184
ENSMUSG00000006724	Cyp27b1
ENSMUSG00000006728	Cdk4
ENSMUSG00000006731	B4galnt1
ENSMUSG00000006732	Mettl1
ENSMUSG00000006736	Tspan31
ENSMUSG00000006740	Kif5b
ENSMUSG00000006763	Saal1
ENSMUSG00000006764	Tph2
ENSMUSG00000006777	Krt23
ENSMUSG00000006782	Cnp
ENSMUSG00000006784	Ttc25
ENSMUSG00000006800	Sulf2
ENSMUSG00000006818	Sod2
ENSMUSG00000006850	Tmco6
ENSMUSG00000006906	Stambp
ENSMUSG00000006920	Ezh1
ENSMUSG00000006930	Hap1
ENSMUSG00000006931	P3h4
ENSMUSG00000006932	Ctnnb1
ENSMUSG00000006941	Eif1b
ENSMUSG00000006958	Chrd
ENSMUSG00000006998	Psmd2
ENSMUSG00000007021	Syngr3
ENSMUSG00000007029	Vars
ENSMUSG00000007030	Vwa7
ENSMUSG00000007033	Hspa1l
ENSMUSG00000007034	Slc44a4
ENSMUSG00000007035	Msh5
ENSMUSG00000007036	Abhd16a
ENSMUSG00000007038	Neu1
ENSMUSG00000007039	Ddah2
ENSMUSG00000007041	Clic1
ENSMUSG00000007050	Lsm2
ENSMUSG00000007080	Pole
ENSMUSG00000007097	Atp1a2
ENSMUSG00000007107	Atp1a4
ENSMUSG00000007122	Casq1
ENSMUSG00000007207	Stx1a
ENSMUSG00000007209	Ceacam9
ENSMUSG00000007216	Zfp775
ENSMUSG00000007279	Scube2
ENSMUSG00000007338	Mrpl49
ENSMUSG00000007379	Dennd2c
ENSMUSG00000007411	Mark3
ENSMUSG00000007415	Gatad1
ENSMUSG00000007440	Pcdha11
ENSMUSG00000007457	2310003L06Rik
ENSMUSG00000007458	M6pr
ENSMUSG00000007476	Lrrc8a
ENSMUSG00000007480	Mc5r
ENSMUSG00000007564	Ppp2r1a
ENSMUSG00000007570	Fance
ENSMUSG00000007589	Tinf2
ENSMUSG00000007591	Tssk4
ENSMUSG00000007594	Hapln4
ENSMUSG00000007603	Dus3l
ENSMUSG00000007610	Gtpbp3
ENSMUSG00000007613	Tgfbr1
ENSMUSG00000007617	Homer1
ENSMUSG00000007646	Rad51c
ENSMUSG00000007653	Gabrb2
ENSMUSG00000007655	Cav1
ENSMUSG00000007656	Arpp19
ENSMUSG00000007659	Bcl2l1
ENSMUSG00000007670	Khsrp
ENSMUSG00000007682	Dio2
ENSMUSG00000007721	Ccdc124
ENSMUSG00000007739	Cct4
ENSMUSG00000007777	0610009B22Rik
ENSMUSG00000007783	Cpt1c
ENSMUSG00000007805	Twist2
ENSMUSG00000007812	Zfp655
ENSMUSG00000007815	Rhoa
ENSMUSG00000007817	Zmiz1
ENSMUSG00000007827	Ankrd26
ENSMUSG00000007833	Aldh16a1
ENSMUSG00000007836	Hnrnpa0
ENSMUSG00000007837	Prrg2
ENSMUSG00000007850	Hnrnph1
ENSMUSG00000007867	Ift43
ENSMUSG00000007872	Id3
ENSMUSG00000007877	Tcap
ENSMUSG00000007880	Arid1a
ENSMUSG00000007888	Crlf1
ENSMUSG00000007891	Ctsd
ENSMUSG00000007892	Rplp1
ENSMUSG00000007907	Cabs1
ENSMUSG00000007908	Hmgcll1
ENSMUSG00000007944	Ttc9b
ENSMUSG00000007946	Phox2a
ENSMUSG00000007950	Abhd8
ENSMUSG00000007987	Ift22
ENSMUSG00000007989	Fzd3
ENSMUSG00000008028	1700008O03Rik
ENSMUSG00000008035	Mid1ip1
ENSMUSG00000008036	Ap2s1
ENSMUSG00000008090	Fgfrl1
ENSMUSG00000008129	4930432K21Rik
ENSMUSG00000008136	Fhl2
ENSMUSG00000008140	Emc10
ENSMUSG00000008153	Clstn3
ENSMUSG00000008167	Fbxw9
ENSMUSG00000008193	Spib
ENSMUSG00000008200	Fnbp4
ENSMUSG00000008206	Cers4
ENSMUSG00000008226	Scrn3
ENSMUSG00000008301	Phax
ENSMUSG00000008305	Tle1
ENSMUSG00000008307	1700109H08Rik
ENSMUSG00000008318	Relt
ENSMUSG00000008333	Snrpb2
ENSMUSG00000008348	Ubc
ENSMUSG00000008373	Prpf31
ENSMUSG00000008384	Sertad1
ENSMUSG00000008393	Carhsp1
ENSMUSG00000008398	Elk3
ENSMUSG00000008429	Herpud2
ENSMUSG00000008435	Rdh13
ENSMUSG00000008438	Adam21
ENSMUSG00000008450	Nutf2
ENSMUSG00000008461	Fut1
ENSMUSG00000008475	Arpc5
ENSMUSG00000008482	Rnf151
ENSMUSG00000008489	Elavl2
ENSMUSG00000008496	Pou2f2
ENSMUSG00000008540	Mgst1
ENSMUSG00000008575	Nfib
ENSMUSG00000008590	Htr3b
ENSMUSG00000008601	Rab25
ENSMUSG00000008604	Ubqln4
ENSMUSG00000008658	Rbfox1
ENSMUSG00000008668	Rps18
ENSMUSG00000008682	Rpl10
ENSMUSG00000008683	Rps15a
ENSMUSG00000008690	Ncaph2
ENSMUSG00000008730	Hipk1
ENSMUSG00000008734	Gprc5b
ENSMUSG00000008763	Man1a2
ENSMUSG00000008813	Tppp2
ENSMUSG00000008822	Acyp1
ENSMUSG00000008843	Cldn13
ENSMUSG00000008845	Cd163
ENSMUSG00000008855	Hdac5
ENSMUSG00000008859	Rala
ENSMUSG00000008874	Clec3a
ENSMUSG00000008892	Vdac3
ENSMUSG00000008932	Slc1a7
ENSMUSG00000008958	Vps72
ENSMUSG00000008976	Gabpa
ENSMUSG00000008999	Bmp7
ENSMUSG00000009013	Dynll1
ENSMUSG00000009030	Pdcl
ENSMUSG00000009035	Tmem184b
ENSMUSG00000009070	Rsph14
ENSMUSG00000009073	Nf2
ENSMUSG00000009075	Cabp7
ENSMUSG00000009076	Zmat5
ENSMUSG00000009079	Ewsr1
ENSMUSG00000009090	Ap1b1
ENSMUSG00000009092	Derl3
ENSMUSG00000009093	Gstt4
ENSMUSG00000009097	Tbx1
ENSMUSG00000009108	Gnat2
ENSMUSG00000009112	Bcl2l13
ENSMUSG00000009114	2610028H24Rik
ENSMUSG00000009115	Spatc1l
ENSMUSG00000009145	Dqx1
ENSMUSG00000009185	Ccl8
ENSMUSG00000009207	Lnpk
ENSMUSG00000009210	Prr29
ENSMUSG00000009214	Mymk
ENSMUSG00000009216	Fam163b
ENSMUSG00000009246	Trpm5
ENSMUSG00000009248	Ascl2
ENSMUSG00000009281	Rarres2
ENSMUSG00000009291	Pttg1ip
ENSMUSG00000009292	Trpm2
ENSMUSG00000009293	Ube2g2
ENSMUSG00000009350	Mpo
ENSMUSG00000009356	Lpo
ENSMUSG00000009376	Met
ENSMUSG00000009378	Slc16a12
ENSMUSG00000009394	Syn2
ENSMUSG00000009406	Elk1
ENSMUSG00000009418	Nav1
ENSMUSG00000009470	Tnpo1
ENSMUSG00000009471	Myod1
ENSMUSG00000009487	Otog
ENSMUSG00000009535	Rnmt
ENSMUSG00000009545	Kcnq1
ENSMUSG00000009549	Srp14
ENSMUSG00000009551	6330409D20Rik
ENSMUSG00000009555	Cdk9
ENSMUSG00000009563	Tor2a
ENSMUSG00000009566	Fpgs
ENSMUSG00000009569	Mrtfb
ENSMUSG00000009575	Cbx5
ENSMUSG00000009585	Apobec3
ENSMUSG00000009588	St6galnac1
ENSMUSG00000009596	Taf7l
ENSMUSG00000009614	Sardh
ENSMUSG00000009621	Vav2
ENSMUSG00000009628	Tex15
ENSMUSG00000009630	Ppp2cb
ENSMUSG00000009633	G0s2
ENSMUSG00000009640	Dmap1
ENSMUSG00000009646	Pla2g12b
ENSMUSG00000009647	Mcu
ENSMUSG00000009654	Oit3
ENSMUSG00000009670	Tex11
ENSMUSG00000009681	Bcr
ENSMUSG00000009687	Fxyd5
ENSMUSG00000009731	Kcnd1
ENSMUSG00000009733	Tfcp2
ENSMUSG00000009734	Pou6f2
ENSMUSG00000009739	Pou6f1
ENSMUSG00000009741	Ubp1
ENSMUSG00000009772	Nuak2
ENSMUSG00000009828	Cilk1
ENSMUSG00000009863	Sdhb
ENSMUSG00000009876	Cox4i2
ENSMUSG00000009894	Snap47
ENSMUSG00000009900	Wnt3a
ENSMUSG00000009905	Kdsr
ENSMUSG00000009907	Vps4b
ENSMUSG00000009927	Rps25
ENSMUSG00000009941	Nxf2
ENSMUSG00000009995	Taz
ENSMUSG00000010021	Kif19a
ENSMUSG00000010025	Aldh3a2
ENSMUSG00000010044	Zmynd10
ENSMUSG00000010045	Tmem115
ENSMUSG00000010047	Hyal2
ENSMUSG00000010048	Ifrd2
ENSMUSG00000010051	Hyal1
ENSMUSG00000010054	Tusc2
ENSMUSG00000010057	Nprl2
ENSMUSG00000010064	Slc38a3
ENSMUSG00000010066	Cacna2d2
ENSMUSG00000010067	Rassf1
ENSMUSG00000010080	Epn3
ENSMUSG00000010086	Rnf112
ENSMUSG00000010095	Slc3a2
ENSMUSG00000010097	Nxf1
ENSMUSG00000010110	Stx5a
ENSMUSG00000010122	Slc47a1
ENSMUSG00000010136	Pifo
ENSMUSG00000010142	Tnfrsf13b
ENSMUSG00000010154	Spire2
ENSMUSG00000010175	Prox1
ENSMUSG00000010205	Raver1
ENSMUSG00000010277	2610507B11Rik
ENSMUSG00000010290	AI597479
ENSMUSG00000010307	Tmem86a
ENSMUSG00000010311	Optc
ENSMUSG00000010342	Tex14
ENSMUSG00000010358	Ifi35
ENSMUSG00000010362	Rdm1
ENSMUSG00000010376	Nedd8
ENSMUSG00000010392	Gosr1
ENSMUSG00000010406	Mrpl52
ENSMUSG00000010435	Spaca7
ENSMUSG00000010453	Kansl3
ENSMUSG00000010461	Eya4
ENSMUSG00000010476	Ebf3
ENSMUSG00000010492	Uckl1os
ENSMUSG00000010505	Myt1
ENSMUSG00000010517	Faf1
ENSMUSG00000010529	Gm266
ENSMUSG00000010538	Tsacc
ENSMUSG00000010554	Mettl16
ENSMUSG00000010592	Dazl
ENSMUSG00000010601	Apol7a
ENSMUSG00000010607	Pigyl
ENSMUSG00000010608	Rbm25
ENSMUSG00000010609	Psen2
ENSMUSG00000010651	Acaa1b
ENSMUSG00000010660	Plcd1
ENSMUSG00000010663	Fads1
ENSMUSG00000010721	Lmbr1
ENSMUSG00000010751	Tnfrsf22
ENSMUSG00000010755	Cars
ENSMUSG00000010760	Phlda2
ENSMUSG00000010796	Asz1
ENSMUSG00000010797	Wnt2
ENSMUSG00000010803	Gabra1
ENSMUSG00000010825	Grid2ip
ENSMUSG00000010830	Kdelr3
ENSMUSG00000010841	Cfap97d1
ENSMUSG00000010911	Apip
ENSMUSG00000010914	Pdhx
ENSMUSG00000010936	Vac14
ENSMUSG00000011008	Mcoln2
ENSMUSG00000011034	Slc5a1
ENSMUSG00000011096	Akt1s1
ENSMUSG00000011114	Tbrg1
ENSMUSG00000011118	Panx3
ENSMUSG00000011148	Adssl1
ENSMUSG00000011154	Cfap161
ENSMUSG00000011158	Brf1
ENSMUSG00000011171	Vipr2
ENSMUSG00000011179	Odc1
ENSMUSG00000011254	Thg1l
ENSMUSG00000011256	Adam19
ENSMUSG00000011257	Pabpc4
ENSMUSG00000011263	Exoc3l2
ENSMUSG00000011267	Zfp296
ENSMUSG00000011305	Plin5
ENSMUSG00000011306	Sugp1
ENSMUSG00000011349	Dmrtc2
ENSMUSG00000011350	Gm5893
ENSMUSG00000011382	Dhdh
ENSMUSG00000011427	Zfp790
ENSMUSG00000011463	Cpb1
ENSMUSG00000011486	Slc25a41
ENSMUSG00000011589	Fsd1
ENSMUSG00000011632	Pinlyp
ENSMUSG00000011658	Fuz
ENSMUSG00000011751	Sptbn4
ENSMUSG00000011752	Pgam1
ENSMUSG00000011831	Evi5
ENSMUSG00000011832	Evi5l
ENSMUSG00000011837	Snapc2
ENSMUSG00000011877	Git1
ENSMUSG00000011884	Gltp
ENSMUSG00000011958	Bnip2
ENSMUSG00000011960	Ccnt1
ENSMUSG00000012017	Scarf2
ENSMUSG00000012042	4930579F01Rik
ENSMUSG00000012076	Brms1l
ENSMUSG00000012114	Med15
ENSMUSG00000012117	Dhdds
ENSMUSG00000012123	Crybg2
ENSMUSG00000012126	Ubxn11
ENSMUSG00000012187	Mogat1
ENSMUSG00000012211	Tex22
ENSMUSG00000012282	Wnt8a
ENSMUSG00000012296	Tjap1
ENSMUSG00000012350	Ehf
ENSMUSG00000012396	Nanog
ENSMUSG00000012405	Rpl15
ENSMUSG00000012422	Tmem167
ENSMUSG00000012428	Steap4
ENSMUSG00000012429	Mplkip
ENSMUSG00000012443	Kif11
ENSMUSG00000012483	Rpa3
ENSMUSG00000012519	Mlkl
ENSMUSG00000012535	Tnpo3
ENSMUSG00000012609	Ttll5
ENSMUSG00000012640	Zfp715
ENSMUSG00000012705	Retn
ENSMUSG00000012777	Acp4
ENSMUSG00000012819	Cdh23
ENSMUSG00000012848	Rps5
ENSMUSG00000012889	Podnl1
ENSMUSG00000013033	Adgrl1
ENSMUSG00000013076	Amotl1
ENSMUSG00000013083	2200002J24Rik
ENSMUSG00000013089	Etv5
ENSMUSG00000013091	Tmem190
ENSMUSG00000013150	Gfod2
ENSMUSG00000013155	Enkd1
ENSMUSG00000013158	4933405L10Rik
ENSMUSG00000013160	Atp6v0d1
ENSMUSG00000013236	Ptprs
ENSMUSG00000013275	Slc41a1
ENSMUSG00000013338	Fer1l4
ENSMUSG00000013367	Iglon5
ENSMUSG00000013415	Igf2bp1
ENSMUSG00000013418	B4galnt2
ENSMUSG00000013419	Zfp651
ENSMUSG00000013465	Nelfb
ENSMUSG00000013483	Card14
ENSMUSG00000013495	Tmem175
ENSMUSG00000013523	Bcas1
ENSMUSG00000013539	Tango2
ENSMUSG00000013562	4833413E03Rik
ENSMUSG00000013584	Aldh1a2
ENSMUSG00000013593	Ndufs2
ENSMUSG00000013611	Snx31
ENSMUSG00000013622	Atraid
ENSMUSG00000013629	Cad
ENSMUSG00000013643	Lypd8
ENSMUSG00000013646	Sh3bp5l
ENSMUSG00000013662	Atad1
ENSMUSG00000013663	Pten
ENSMUSG00000013698	Pea15a
ENSMUSG00000013701	Timm23
ENSMUSG00000013707	Tnfaip8l2
ENSMUSG00000013736	Trnt1
ENSMUSG00000013766	Ly6g6e
ENSMUSG00000013787	Ehmt2
ENSMUSG00000013822	Elof1
ENSMUSG00000013833	Med16
ENSMUSG00000013846	St3gal1
ENSMUSG00000013858	Tmem259
ENSMUSG00000013878	Rnf170
ENSMUSG00000013921	Clip3
ENSMUSG00000013928	Thap8
ENSMUSG00000013936	Myl2
ENSMUSG00000013973	Dedd
ENSMUSG00000013974	Mcemp1
ENSMUSG00000013997	Nit1
ENSMUSG00000014030	Pax5
ENSMUSG00000014039	Prdm15
ENSMUSG00000014074	Rnf168
ENSMUSG00000014075	Tctex1d2
ENSMUSG00000014077	Chp1
ENSMUSG00000014104	Sval2
ENSMUSG00000014158	Trpv4
ENSMUSG00000014164	Klhl3
ENSMUSG00000014177	Tvp23b
ENSMUSG00000014195	Dnajc7
ENSMUSG00000014198	Zfp385c
ENSMUSG00000014226	Cacybp
ENSMUSG00000014232	Cluap1
ENSMUSG00000014243	Zswim7
ENSMUSG00000014245	Pigl
ENSMUSG00000014294	Ndufa2
ENSMUSG00000014301	Pam16
ENSMUSG00000014303	Glis2
ENSMUSG00000014313	Cox6c
ENSMUSG00000014329	Bicc1
ENSMUSG00000014349	Ube2z
ENSMUSG00000014351	Gip
ENSMUSG00000014353	Tmem87b
ENSMUSG00000014355	Anapc1
ENSMUSG00000014361	Mertk
ENSMUSG00000014402	Tsg101
ENSMUSG00000014418	Hps5
ENSMUSG00000014426	Map3k4
ENSMUSG00000014444	Piezo1
ENSMUSG00000014453	Blk
ENSMUSG00000014470	Rnf166
ENSMUSG00000014496	Ankrd28
ENSMUSG00000014498	Ankrd52
ENSMUSG00000014503	Pkd2l2
ENSMUSG00000014504	Srp19
ENSMUSG00000014529	Tmbim7
ENSMUSG00000014542	Clec4f
ENSMUSG00000014543	Klra17
ENSMUSG00000014547	Wdfy2
ENSMUSG00000014550	Rbsn
ENSMUSG00000014551	Mrps25
ENSMUSG00000014554	Dguok
ENSMUSG00000014592	Camta1
ENSMUSG00000014599	Csf1
ENSMUSG00000014601	Strip1
ENSMUSG00000014602	Kif1a
ENSMUSG00000014603	Alx3
ENSMUSG00000014606	Slc25a11
ENSMUSG00000014609	Chrne
ENSMUSG00000014633	Cmc2
ENSMUSG00000014668	Chfr
ENSMUSG00000014686	Ceacam16
ENSMUSG00000014704	Hoxa2
ENSMUSG00000014725	Adam28
ENSMUSG00000014747	Ankrd53
ENSMUSG00000014748	Tex261
ENSMUSG00000014763	Fam120b
ENSMUSG00000014767	Tbp
ENSMUSG00000014769	Psmb1
ENSMUSG00000014771	Pdcd2
ENSMUSG00000014773	Dll1
ENSMUSG00000014776	Nol3
ENSMUSG00000014778	Fhod1
ENSMUSG00000014782	Plekhg4
ENSMUSG00000014786	Slc9a5
ENSMUSG00000014791	Elmo3
ENSMUSG00000014813	Stc1
ENSMUSG00000014837	4931428F04Rik
ENSMUSG00000014846	Tppp3
ENSMUSG00000014850	Msh3
ENSMUSG00000014852	Adamts13
ENSMUSG00000014856	Tmem208
ENSMUSG00000014859	E2f4
ENSMUSG00000014867	Surf4
ENSMUSG00000014873	Surf2
ENSMUSG00000014905	Dnajb9
ENSMUSG00000014907	Naf1
ENSMUSG00000014932	Yes1
ENSMUSG00000014956	Ppp1cb
ENSMUSG00000014959	Gorasp2
ENSMUSG00000014980	Tsen15
ENSMUSG00000015001	Oc90
ENSMUSG00000015002	Efr3a
ENSMUSG00000015013	Trappc2l
ENSMUSG00000015016	Acsf3
ENSMUSG00000015023	Ddx19a
ENSMUSG00000015027	Galns
ENSMUSG00000015053	Gata2
ENSMUSG00000015083	C8g
ENSMUSG00000015085	Entpd2
ENSMUSG00000015087	Rabl6
ENSMUSG00000015090	Ptgds
ENSMUSG00000015092	Edf1
ENSMUSG00000015093	Clic3
ENSMUSG00000015094	Npdc1
ENSMUSG00000015095	Fbxw5
ENSMUSG00000015112	Slc25a13
ENSMUSG00000015120	Ube2i
ENSMUSG00000015126	Tsr3
ENSMUSG00000015127	Unkl
ENSMUSG00000015133	Lrrk1
ENSMUSG00000015134	Aldh1a3
ENSMUSG00000015143	Actn1
ENSMUSG00000015149	Sirt2
ENSMUSG00000015165	Hnrnpl
ENSMUSG00000015176	Nolc1
ENSMUSG00000015189	Casd1
ENSMUSG00000015202	Cnksr3
ENSMUSG00000015214	Mtmr1
ENSMUSG00000015217	Hmgb3
ENSMUSG00000015222	Map2
ENSMUSG00000015224	Cyp2j9
ENSMUSG00000015242	Nipsnap3a
ENSMUSG00000015243	Abca1
ENSMUSG00000015247	Nipsnap3b
ENSMUSG00000015289	Lage3
ENSMUSG00000015290	Ubl4a
ENSMUSG00000015291	Gdi1
ENSMUSG00000015305	Sash1
ENSMUSG00000015312	Gadd45b
